signalname,pub_year,n_j,mean_m,sd_m,sharpe_m,sharpe_ann,frontier_at_nj,margin,censored
Governance,2003,38,-0.5385579978690395,1.921961615634545,-0.280212670996154,-0.9706851661798416,3.595460295545217,-4.566145461725059,True
GrAdExp,2014,120,0.1104155434518108,2.3117857236424633,0.0477620145857806,0.1654524718688357,1.8394379576381477,-1.673985485769312,False
GrLTNOA,2003,252,-0.0469928796458777,1.4170175230172783,-0.0331632311404414,-0.1148808025567897,1.2578152964565186,-1.3726960990133084,False
GrSaleToGrInv,1998,312,-0.0267418746502733,1.5056376404202578,-0.0177611624021362,-0.061526471363964,1.1383037907342661,-1.1998302620982302,False
GrSaleToGrOverhead,1998,312,-0.1298611824986775,1.9484467310761269,-0.0666485669982649,-0.2308774085853063,1.1383037907342661,-1.3691811993195724,False
Herf,2006,216,-0.3101278323149891,2.676749098640437,-0.115859881104474,-0.4013504012636766,1.3932616696084048,-1.7946120708720814,False
HerfAsset,2006,216,-0.3791548796239124,2.7284501065131748,-0.1389634645393804,-0.4813835619560059,1.3932616696084048,-1.8746452315644107,False
HerfBE,2006,216,-0.3384157710960924,2.6414917235311526,-0.1281154008855637,-0.4438047671317023,1.3932616696084048,-1.837066436740107,False
High52,2004,240,0.2029515907403279,4.883539411380208,0.0415582989393688,0.1439621704782451,1.2817175976009691,-1.1377554271227242,False
IO_ShortInterest,2005,228,5.790645223823447,27.781049997217092,0.2084386740027289,0.7220527472700252,1.337489633604687,-0.6154368863346619,False
IdioVol3F,2006,216,0.2685236517450607,5.705244834391758,0.0470661048806134,0.1630417699351761,1.3932616696084048,-1.2302198996732288,False
IdioVolAHT,2003,252,0.2198287187874497,6.255748631729923,0.035140273647258,0.1217294786978493,1.2578152964565186,-1.1360858177586692,False
Illiquidity,2002,264,0.0429902316253544,1.9451400565886867,0.0221013553649957,0.0765613408166151,1.2339129953120682,-1.1573516544954532,False
IndIPO,1991,396,0.4361799976095268,3.5249966257982783,0.1237391248596581,0.4286449022820741,0.9941702799091036,-0.5655253776270295,False
IndMom,1999,300,0.31278572639083,4.254246921573846,0.0735231715875852,0.2546917374466041,1.1622060918787165,-0.9075143544321124,False
IndRetBig,2007,204,0.5904994779773508,3.618305771606813,0.1631977824016577,0.5653337016044822,1.4490337056121227,-0.8837000040076406,False
IntMom,2012,144,0.6754164563153027,7.690415595906193,0.0878257420411511,0.3042372948554233,1.727893885630712,-1.4236565907752887,False
IntanBM,2006,216,0.0952159398715127,3.890229690516276,0.0244756601656794,0.084786173911493,1.3932616696084048,-1.3084754956969118,False
IntanCFP,2006,216,0.2985384596959284,3.869890774145694,0.0771438981405962,0.2672343021468617,1.3932616696084048,-1.126027367461543,False
IntanEP,2006,216,0.2317256182088264,3.111733065077837,0.0744683471758622,0.2579659217285436,1.3932616696084048,-1.1352957478798613,False
IntanSP,2006,216,0.1848801286056735,4.710076445897308,0.0392520441503051,0.1359730695385305,1.3932616696084048,-1.2572886000698742,False
InvGrowth,2012,144,0.445580786241986,2.8337525204885092,0.1572405434209098,0.5446972204295119,1.727893885630712,-1.1831966652012,False
InvestPPEInv,2008,192,0.2172268001175877,1.52774540667323,0.1421878273492007,0.4925530823732943,1.5048057416158407,-1.0122526592425465,False
Investment,2004,240,0.0743268224964197,2.7393487110656327,0.027133026984179,0.0939915625994707,1.2817175976009691,-1.1877260350014984,False
LRreversal,1985,468,0.4772139298667306,5.1445347221053295,0.0927613390995711,0.3213347045971654,0.9145036484765509,-0.5931689438793855,False
Leverage,1988,432,0.3231633783299792,5.320923539369745,0.0607344525699118,0.2103903152419389,0.9518455757106822,-0.7414552604687432,False
